doi,repository,object_kind,publisher,landing_url,landing_host,prefix,client_id,title,error
10.1101/2021.03.02.433228,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1101/273557,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/ACSSC.2018.8645158,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/AP-S/USNC-URSI47032.2022.9886510,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/APUSNCURSINRSM.2018.8608497,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/CAMA.2018.8530618,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/EFTF/IFCS54560.2022.9850611,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/HPCC.2012.128,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/HSC.1998.666242,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/ICIP40778.2020.9191331,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/ICUWB.2013.6663842,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/ICWITS.2010.5611891,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/IEEECONF35879.2020.9329452,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/IJCNN55064.2022.9892618,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/ISBI48211.2021.9434013,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/MWSYM.2018.8439335,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/TGRS.2020.2980417,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/TIP.2021.3070193,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/TMRB.2025.3590453,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/TWC.2024.3404231,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/WCNCW.2018.8369018,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1109/ijcnn52387.2021.9533514,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1111/bjet.13091,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1117/12.2643002,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1137/15M102887X,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1137/21M1391699,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1137/21M1464336,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1145/2464464,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1145/3304112.3325610,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1145/3545611,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.11606/extraprensa2021.188937,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1163/15685322-10703012,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1177/19462174251330980,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.12686/SED/NETWORKS/XP,ETH Zurich,dataset_repo,ETH Zurich,http://networks.seismo.ethz.ch/networks/9s/,networks.seismo.ethz.ch,10.12686,ethz.sed,Temporary deployments in Switzerland associated with landslides,
10.1287/orsc.2021.1535,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.13140/2.1.3009.6009,Unpublished,dataset_repo,Unpublished,https://www.researchgate.net/doi/10.13140/2.1.3009.6009,researchgate.net,10.13140,rg.rg,"Bioreactor shape optimization Modeling, simulation, and shape optimization of a simple bioreactor for water treatment",
10.13140/RG.2.2.10953.16489,Unpublished,dataset_repo,Unpublished,https://www.researchgate.net/doi/10.13140/RG.2.2.10953.16489,researchgate.net,10.13140,rg.rg,Analyse d'activités d'apprentissage médiatisées en robotique pédagogique,
10.13140/RG.2.2.27223.01441,Unpublished,dataset_repo,Unpublished,https://www.researchgate.net/doi/10.13140/RG.2.2.27223.01441,researchgate.net,10.13140,rg.rg,From Wireless Networks to Green IT - A Journey Through Stochastic Models and Tools,
10.13144/lil-0167,Progedo-Adisp,dataset_repo,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-0167,data.progedo.fr,10.13144,inist.adisp,Génération 1998 - Interrogation à 3 ans - 2001,
10.13155/106081,Ifremer,dataset_repo,Ifremer,https://archimer.ifremer.fr/doc/00949/106081/,archimer.ifremer.fr,10.13155,inist.ifremer,SCO BIOEOS. Apport de la fusion hyperspectrale multi-resolution pour caractériser les fonds coralliens,
10.13155/106102,Ifremer,dataset_repo,Ifremer,https://archimer.ifremer.fr/doc/00949/106102/,archimer.ifremer.fr,10.13155,inist.ifremer,"Projet SCO-BioEOS, Suivi des Variables Essentielles de la Biodiversité côtière : Mise en Oeuvre sur le Site Pilote de La Réunion",
10.1371/journal.pcbi.1010962,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1371/journal.pgen.1006777,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.1504/IJEIM.2020.110100,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.15148/7d5e2f17-bad6-4ac3-87e2-84888d0d6699,OSU OREME,dataset_repo,OSU OREME,https://data.oreme.org/doi/view/7d5e2f17-bad6-4ac3-87e2-84888d0d6699,data.oreme.org,10.15148,inist.oreme,DAS and pressure sensor datasets for the reconstruction of nearshore surface gravity wave spectrum from Distributed Acoustic Sensing time series,
10.15454/0AFUU9,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/0AFUU9,data.inrae.fr,10.15454,rdg.prod,"Data associated with ""Food and habitat supplementation promotes predatory mites and enhances pest control"" by Etienne L., Bresch C., van Oudenhove L. and Mailleret L. To appear in ""Biological Control""",
10.15454/9Z4PS3,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/9Z4PS3,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Capex ontology,
10.15454/AIF6TX,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/AIF6TX,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,PO2 Biorefinery Ontology,
10.15454/AY4LMT,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/AY4LMT,data.inrae.fr,10.15454,rdg.prod,BRC “Egg Parasitoids Collection” (EP-Coll),
10.15454/D3ODJM,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/D3ODJM,data.inrae.fr,10.15454,rdg.prod,"Colisa, the collection of ichthyological samples.",
10.15454/D6XAKL,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/D6XAKL,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,CBGP - Continental Arthropod Collection,
10.15454/DC9PYL,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/DC9PYL,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Plastic rigid lid consumers’ arguments,
10.15454/DLDJVF,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/DLDJVF,data.inrae.fr,10.15454,rdg.prod,"TE-related genes: annotation, characterisation, and expression.",
10.15454/DPBMBW,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/DPBMBW,data.inrae.fr,10.15454,rdg.prod,Agri-Food Experiment Ontology,
10.15454/E2VTRB,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/E2VTRB,data.inrae.fr,10.15454,rdg.prod,Improvement of eukaryotic protein predictions from soil metagenomes,
10.15454/F4C8I0,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/F4C8I0,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Wood packaging consumers’ arguments,
10.15454/FEQ1Z6,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/FEQ1Z6,data.inrae.fr,10.15454,rdg.prod,The discernible and hidden effects of clonality on the genotypic and genetic states of populations: improving our estimation of clonal rates,
10.15454/GMWB8Q,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/GMWB8Q,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Plastic with plastic film consumers’ arguments,
10.15454/GNBUFH,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/GNBUFH,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Consumers’ answers to poll for Wood packaging,
10.15454/HKIQFJ,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/HKIQFJ,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Consumers’ answers to poll for Plastic rigid lid,
10.15454/IHVM9P,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/IHVM9P,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries: consumers' answers to poll for Plastic not closed,
10.15454/IZJIT7,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/IZJIT7,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,"Stakeholders' preferences survey about new technology acceptance and potential development for waste management in wine production in Languedoc Roussillon, France",
10.15454/L7QN45,INRAE (prefix 10.15454),other,INRAE,https://www2.dijon.inrae.fr/plateforme_genosol/,www2.dijon.inrae.fr,10.15454,rdg.prod,Soil Microbial Metagenomics Facility,
10.15454/NK24ID,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/NK24ID,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Matter Transfer Ontology,
10.15454/NM3WET,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/NM3WET,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Plastic not closed consumers’ arguments,
10.15454/RJKJBN,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/RJKJBN,data.inrae.fr,10.15454,rdg.prod,Ontology for Food Processing Experiment,
10.15454/TRBJTB,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/TRBJTB,data.inrae.fr,10.15454,rdg.prod,"BRC4Env, the Biological Resource Centre for the Environment",
10.15454/UBPOQG,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/UBPOQG,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Consumers’ answers to poll for Plastic with plastic film,
10.15454/UQEMVW,Recherche Data Gouv,dataset_repo,Portail Data Inra,https://carrtel-collection.hub.inrae.fr/,carrtel-collection.hub.inrae.fr,10.15454,rdg.prod,Thonon Culture Collection -TCC- a freshwater microalgae collection,
10.15454/VDNRH6,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/VDNRH6,data.inrae.fr,10.15454,rdg.prod,Scientific arguments about food packaging functionalities for fresh strawberries - Food packaging expert’s arguments for all packagings,
10.15454/X2MOWO,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/X2MOWO,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Biorefinery ontology,
10.15454/XSVVBW,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/XSVVBW,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,PO² Process and Observation Ontology,
10.15454/XVL4BA,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/XVL4BA,data.inrae.fr,10.15454,rdg.prod,Preferences and justifications of NoAW stakeholders about the importance on LCA (Life Cycle Analysis) impact categories,
10.1561/109.00000019,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.15778/RESIF.FR,Epos-France Seismological Data Center,dataset_repo,Epos-France Seismological Data Center,https://seismology.epos-france.fr/networks/#/FR,seismology.epos-france.fr,10.15778,inist.resif,Epos-France Broad-band network (RLBP),
10.15778/resif.f1,Epos-France Seismological Data Center,dataset_repo,Epos-France Seismological Data Center,https://seismology.epos-france.fr/networks/#/F1,seismology.epos-france.fr,10.15778,inist.resif,Three underwater fiber-optic cables offshore of central Chile,
10.1594/PANGAEA.879469,PANGAEA,dataset_repo,PANGAEA,https://doi.pangaea.de/10.1594/PANGAEA.879469,doi.pangaea.de,10.1594,pangaea.repository,"Coseismic surface geological effects following the 30 October 2016 Mw 6.5 earthquake, central Italy",
10.16995/glossa.9842.s1,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.17596/0000155,JAMSTEC,dataset_repo,JAMSTEC,https://www.jamstec.go.jp/datadoi/doi/10.17596/0000155.html,jamstec.go.jp,10.17596,jamstec.jamstec,R/V KAIYO KY01-06 Leg1 Cruise Data,
10.17596/0000964,JAMSTEC,dataset_repo,JAMSTEC,https://www.jamstec.go.jp/datadoi/doi/10.17596/0000964.html,jamstec.go.jp,10.17596,jamstec.jamstec,R/V KAIREI KR01-08 Cruise Data,
10.17600/1080060,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/1080060/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"SISMANTILLES 1 cruise,Le Nadir R/V",
10.17600/13010070,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/13010070/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"ANTITHESIS LEG1 cruise,L'Atalante R/V",
10.17600/16001800,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/16001800/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"CASEIS cruise,Pourquoi pas ? R/V",
10.17600/18000869,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/18000869/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"ROV3G cruise,L'Europe R/V",
10.17600/18003361,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/18003361/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"VT 181 / AMARYLLIS-AMAGAS I cruise,Marion Dufresne R/V",
10.17600/2010030,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/2010030/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"CARAVAL cruise,L'Atalante R/V",
10.17600/7010010,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/7010010/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"ANTIPLAC cruise,L'Atalante R/V",
10.17600/7010020,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/7010020/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"SISMANTILLES 2 cruise,L'Atalante R/V",
10.17600/9020020,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/9020020/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"GWADASEIS cruise,Le Suroît R/V",
10.17600/98010120,Sismer,dataset_repo,Sismer,https://campagnes.flotteoceanographique.fr/campagnes/98010120/,campagnes.flotteoceanographique.fr,10.17600,inist.ifremer,"AGUADOMAR cruise,L'Atalante R/V",
10.17605/OSF.IO/DEPUX,OSF,dataset_repo,OSF,https://osf.io/depux/,osf.io,10.17605,cos.osf,Brain Alignment,
10.17605/OSF.IO/F2T65,OSF,dataset_repo,OSF,https://osf.io/f2t65/,osf.io,10.17605,cos.osf,STIVi: Turning Perspective Sketching Videos into Interactive Tutorials,
10.17632/8mr86grhnk.1,Mendeley Data,dataset_repo,Mendeley Data,https://data.mendeley.com/datasets/8mr86grhnk/1,data.mendeley.com,10.17632,bl.mendeley,"U-Pb on syn-kinematic calcite, Pyrenees, France",
10.17632/jy6ww3hmyw,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.17632/tt7mfggc44.3,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/tt7mfggc44/3,data.mendeley.com,10.17632,bl.mendeley,Les enseignant(e)s et éducateur(trice)s pendant le confinement (Martinique),
10.17882/102942,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00918/102942/,seanoe.org,10.17882,euvi.seanoe,"High-resolution seismic data from the CASEIS experiment: CAS016, CAS033, CAS036, CAS042, CAS062, CAS098, CAS104 and CAS105",
10.17882/102945,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00918/102945/,seanoe.org,10.17882,euvi.seanoe,"Raw seismic data from the CASEIS experiment: CAS016, CAS033, CAS036, CAS042, CAS062, CAS098, CAS104 and CAS105",
10.17882/102946,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00918/102946/,seanoe.org,10.17882,euvi.seanoe,Bathymetry compilation from the Lesser Antilles subduction zone: 100 m grid,
10.17882/102947,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00918/102947/,seanoe.org,10.17882,euvi.seanoe,Sub-bottom high-resolution (CHIRP) profiles from the CASEIS experiment: CAS130 and CAS451,
10.17882/55128,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00440/55128/,seanoe.org,10.17882,euvi.seanoe,ReefTEMPS : The Pacific Island coastal ocean observation network,
10.17882/70460,SEANOE,dataset_repo,SEANOE,http://www.seanoe.org/data/00592/70460/,seanoe.org,10.17882,euvi.seanoe,Globe (GLobal Oceanographic Bathymetry Explorer) Software,
10.17882/90284,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00791/90284/,seanoe.org,10.17882,euvi.seanoe,AMORGOS-23 ME70 bathymetry and back-scatter data,
10.17882/97033,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00858/97033/,seanoe.org,10.17882,euvi.seanoe,Sedimentary core CAS16-01PC dataset from CASEIS Cruise,
10.17882/97656,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00865/97656/,seanoe.org,10.17882,euvi.seanoe,Sedimentary core CAS16-04PC dataset from CASEIS Cruise,
10.17882/97657,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00865/97657/,seanoe.org,10.17882,euvi.seanoe,Sedimentary core CAS16-06PC dataset from CASEIS Cruise,
10.17882/97658,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00865/97658/,seanoe.org,10.17882,euvi.seanoe,Sedimentary core CAS16-07PC dataset from CASEIS Cruise,
10.17882/97660,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00865/97660/,seanoe.org,10.17882,euvi.seanoe,Sedimentary cores CAS16-03PC and CAS16-14PC dataset from CASEIS Cruise,
10.17882/97662,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00865/97662/,seanoe.org,10.17882,euvi.seanoe,Sedimentary core CAS16-31PC dataset from CASEIS Cruise,
10.17882/99212,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00880/99212/,seanoe.org,10.17882,euvi.seanoe,Near-bottom bathymetry and back-scatter data acquired with AUV IDEFX during the AMORGOS-22 cruise,
10.17882/99228,SEANOE,dataset_repo,SEANOE,https://www.seanoe.org/data/00880/99228/,seanoe.org,10.17882,euvi.seanoe,"3D textured Digital Outcrop Models along the Amorgos Fault scarp (Aegean Sea, Greece) - Dive 244-01 - AMORGOS-23 cruise",
10.17909/4qvz-sw62,STScI/MAST,dataset_repo,STScI/MAST,http://archive.stsci.edu/doi/resolve/resolve.html?doi=10.17909/4qvz-sw62,archive.stsci.edu,10.17909,stsci.mast,Data used in the JWST/MIRI paper on TWA7 ,
10.18112/openneuro.ds004786.v1.0.1,OpenNeuro,dataset_repo,OpenNeuro,https://openneuro.org/datasets/ds004786/versions/1.0.1,openneuro.org,10.18112,sul.openneuro,MorphoSem,
10.18715/GEOSCOPE.G,"Institut de physique du globe de Paris, Université Paris Cité",dataset_repo,"Institut de physique du globe de Paris, Université Paris Cité",http://geoscope.ipgp.fr/networks/detail/G/,geoscope.ipgp.fr,10.18715,inist.ipgp,"GEOSCOPE, French Global Network of broad band seismic stations",
10.18758/71021087,Royal Belgian Institute for Space Aeronomy,dataset_repo,Royal Belgian Institute for Space Aeronomy,https://data.aeronomie.be/dataset/7e429cb4-3d6d-488e-8365-2f12bf097e6e,data.aeronomie.be,10.18758,delft.bira,Supplementary material for: In situ plasma and neutral gas observation time windows during a comet flyby. Application to the Comet Interceptor mission - Software,
10.18758/nn9g6vno,Royal Belgian Institute for Space Aeronomy,dataset_repo,Royal Belgian Institute for Space Aeronomy,https://data.aeronomie.be/dataset/8a692f67-439c-4374-9280-2b24d77779e9,data.aeronomie.be,10.18758,delft.bira,Optimal choice of closest approach distance for a comet flyby: Supplementary material - software,
10.19272/202404601002,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.2139/ssrn.3504731,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.21494/ISTE.OP.2018.0200,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.22152/programming-journal.org/2025/10/6,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.22489/CinC.2020.221,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.22489/CinC.2020.379,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.22541/au.160464431.14235630/v1,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.22541/au.166678848.82362633/v2,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.23708/02POK6,DataSuds,dataset_repo,DataSuds,https://dataverse.ird.fr/citation?persistentId=doi:10.23708/02POK6,dataverse.ird.fr,10.23708,inist.ird,"Simbi database: historical hydro-meteorological time series and catchment attributes in Haiti, 1905-2005",
10.23919/ECC55457.2022.9838305,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.23919/EuCAP.2017.7928734,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.24072/pci.ecology.100857,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.2478/stap-2019-0015,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.26007/kvc4-2t38,NASA Planetary Data System,dataset_repo,NASA Planetary Data System,https://pdssbn.astro.umd.edu/holdings/pds4-lucy.llorri:data_dinkinesh_partially_processed-v1.0/SUPPORT/dataset.shtml,pdssbn.astro.umd.edu,10.26007,sbn.archive,Lucy LOng Range Reconnaissance Imager (L'LORRI) Dinkinesh Partially Processed Data Collection,
10.26022/IEDA/111625,Interdisciplinary Earth Data Alliance (IEDA),dataset_repo,Interdisciplinary Earth Data Alliance (IEDA),https://ecl.earthchem.org/view.php?id=1625,ecl.earthchem.org,10.26022,xaqp.jamqzm,Olivine-hosted re-heated melt inclusion composition from Ecuadorian volcanoes,
10.26093/cds/vizier,"CDS, Centre de Données astronomiques de Strasbourg",dataset_repo,"CDS, Centre de Données astronomiques de Strasbourg",https://vizier.cds.unistra.fr,vizier.cds.unistra.fr,10.26093,inist.cds,The VizieR database of astronomical catalogues,
10.26093/cds/vizier.36900054,Centre de Donnees Strasbourg (CDS),dataset_repo,Centre de Donnees Strasbourg (CDS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A54,cdsarc.cds.unistra.fr,10.26093,inist.cds,SpectroTranslator GALAH and APOGEE examples,
10.26171/5w3r-mv08,Observatoire des Sciences de l'Univers de la Réunion,dataset_repo,Observatoire des Sciences de l'Univers de la Réunion,https://geosur.osureunion.fr/geonetwork/srv/eng/catalog.search#/metadata/65111ab4-e698-4811-9c16-0df040b078ec,geosur.osureunion.fr,10.26171,inist.ur,"Composé Organique Volatil (COV), site d'observation OPAR-Maido, Infrastructure de Recherche ACTRIS (SNO GAZIS) ",
10.26171/zw58-kx44,Observatoire des Sciences de l'Univers de la Réunion,dataset_repo,Observatoire des Sciences de l'Univers de la Réunion,https://geosur.osureunion.fr/geonetwork/srv/eng/catalog.search#/metadata/c71614ed-b8ee-4145-843e-6ad3903a65d0,geosur.osureunion.fr,10.26171,inist.ur,"Composé Organique Volatil (COV), site d'observation OZC-R Mare-Longue",
10.26186/144675,Commonwealth of Australia (Geoscience Australia),dataset_repo,Commonwealth of Australia (Geoscience Australia),http://pid.geoscience.gov.au/dataset/ga/144675,pid.geoscience.gov.au,10.26186,ardcx.ga,Australian National Seismograph Network Data Collection,
10.26508/lsa.202201550,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.31223/X5141G,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.31223/X5K093,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.32614/CRAN.package.airGRdatasets,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.32614/CRAN.package.airGRteaching,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.32908/jca.v18.100924,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.33166/AETiC.2021.02.009,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.3390/e22111330,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.3390/s23020952,Unknown (DOI not in DataCite),unresolved,,,,,,,not_found
10.34847/nkl.0dee15ow,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.0dee15ow,nakala.fr,10.34847,inist.humanum,The ExEco Dataset: A Textual Dataset of French Economic and Social Thought (1918–1960),
10.34847/nkl.2cec5407,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.2cec5407,nakala.fr,10.34847,inist.humanum,LIARArg: A dataset for fake news detection enhanced by argumentative features,
10.34847/nkl.6cae1i7s,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.6cae1i7s,nakala.fr,10.34847,inist.humanum,Inventaire des doctorats honoris causa en France,
10.34847/nkl.aaea911g,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.aaea911g,nakala.fr,10.34847,inist.humanum,Unequal housing affordability across European cities,
10.34847/nkl.e462qm6n,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.e462qm6n,nakala.fr,10.34847,inist.humanum,"Couches SIG des circonscriptions administratives d'Algérie (1942- 1949) : départements d’Alger, Constantine et Oran",
10.34847/nkl.e63a22n9,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.e63a22n9,nakala.fr,10.34847,inist.humanum,Fichier de métadonnées enrichies d'une base de données photographiques obliques sur le fleuve Rhône et ses affluents (1919-1961),
