doi,repository,object_kind,publisher,landing_url,landing_host,prefix,client_id,title,error
10.13144/lil-0474,Progedo-Adisp,dataset_repo,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-0474,data.progedo.fr,10.13144,inist.adisp,Génération 2004 - Interrogation à 3 ans - 2007,
10.13144/lil-1084,Progedo-Adisp,dataset_repo,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1084,data.progedo.fr,10.13144,inist.adisp,Génération 2010 - Interrogation à 3 ans - 2013,
10.13144/lil-1649,Progedo-Adisp,dataset_repo,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1649,data.progedo.fr,10.13144,inist.adisp,Génération 2017 - Interrogation à 3 ans - 2020,
10.1364/JOSAB.521161,DOI prefix 10.1364,unresolved,,,,,,,not_found
10.1371/journal.pone.0240538,Journal DOI (10.1371),publication_landing,,,,,,,not_found
10.15122/isbn.978-2-406-09220-9.p.0123,Classiques Garnier,other,Classiques Garnier,https://classiques-garnier.com/doi/garnier?article=EnoMS06_123,classiques-garnier.com,10.15122,inist.garnier,Qu’est-ce qu’un conte pour enfant ?,
10.1515/9782763753324,DOI prefix 10.1515,unresolved,,,,,,,not_found
10.1515/9783111332543,DOI prefix 10.1515,unresolved,,,,,,,not_found
10.15454/10XUKC,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/10XUKC,data.inrae.fr,10.15454,rdg.prod,Caractéristiques physico-chimiques des sols en semis direct sous couvert. Enquête sur un réseau d'agriculteurs en Bourgogne-Franche-Comté: 2018-2019,
10.15454/2YDSBL,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/2YDSBL,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Leaf microbiome data for European cultivated grapevine (Vitis vinifera L.) during downy mildew (Plasmopara viticola) epidemics in three wine-producing regions in France,
10.15454/3DPFNJ,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/3DPFNJ,data.inra.fr,10.15454,rdg.prod,DNA metabarcoding of foliar fungal communities in conventional and organic vineyards,
10.15454/4W9DM2,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/4W9DM2,data.inrae.fr,10.15454,rdg.prod,Données de réplication pour : Reduced microbial diversity induces larger volatile organic compound emissions from soils.,
10.15454/51OVY6,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/51OVY6,data.inrae.fr,10.15454,rdg.prod,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,
10.15454/5ICGGD,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/5ICGGD,data.inrae.fr,10.15454,rdg.prod,Willingness-To-Pay for Reshuffling Geographical Indications,
10.15454/5MI04S,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/5MI04S,data.inra.fr,10.15454,rdg.prod,Nutrition and Grain-Legumes WoS DataSet 1980-2018,
10.15454/5WD6P6,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/5WD6P6,data.inrae.fr,10.15454,rdg.prod,"R scripts for ""Pauvert et al. 2019. Microbial association networks give relevant insights into plant pathobiomes. BioRxiv, https://doi.org/10.1101/2020.02.21.958033""",
10.15454/8CVWRR,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/8CVWRR,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,DNA metabarcoding of a mock community of 189 fungal strains associated to plants and soils.,
10.15454/A24N4C,Portail Data INRAE,dataset_repo,Portail Data INRAE,https://data.inra.fr/citation?persistentId=doi:10.15454/A24N4C,data.inra.fr,10.15454,rdg.prod,DNA metabarcoding of foliar fungal communities in an untreated vineyard,
10.15454/AXY7FV,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/AXY7FV,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Replication Data for: Nguyen et al. Reduction in PLANT DEFENSIN 1 results in increased resistance to pathogens and zinc toxicity,
10.15454/AY4LMT,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/AY4LMT,data.inrae.fr,10.15454,rdg.prod,BRC “Egg Parasitoids Collection” (EP-Coll),
10.15454/BBIWC9,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/BBIWC9,data.inrae.fr,10.15454,rdg.prod,Pratiques culturales et problèmes malherbologiques en semis direct sous couvert. Enquête sur un réseau d'agriculteurs en Bourgogne-Franche-Comté: 2018-2019,
10.15454/BMLIQI,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/BMLIQI,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Carabid beetles have hump-shaped responses to disturbance and resource gradients within agricultural landscapes - Dataset,
10.15454/BNKFVC,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/BNKFVC,data.inra.fr,10.15454,rdg.prod,Feeding and Grain-Legumes WoS DataSet 1980-2018,
10.15454/BZG0R7,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/BZG0R7,data.inra.fr,10.15454,rdg.prod,Allergy and Grain-Legumes WoS DataSet 1980-2018,
10.15454/D3ODJM,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/D3ODJM,data.inrae.fr,10.15454,rdg.prod,"Colisa, the collection of ichthyological samples.",
10.15454/D6XAKL,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/D6XAKL,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,CBGP - Continental Arthropod Collection,
10.15454/DSQC8N,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/DSQC8N,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Dataset used in DeepIndices,
10.15454/ECLYGT,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/ECLYGT,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Land Use Land Cover High Resolution Map (5-m) for Côte-d’Or (21),
10.15454/F0CNNS,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/F0CNNS,data.inra.fr,10.15454,rdg.prod,Ecophysiology and Grain-Legumes WoS DataSet 1980-2018,
10.15454/F40EXP,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/F40EXP,data.inrae.fr,10.15454,rdg.prod,"Dataset on model cheeses composition, rheological and sensory properties, from six different projects exported from BaGaTel database.",
10.15454/GSTA8V,Recherche Data Gouv,other,,,,,,,not_found
10.15454/HYRVUH,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/HYRVUH,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Rsyst::diatom_rbcl_align_312bp database: a database adapted to DNA metabarcoding (version v7: 23-02-2018),
10.15454/ILMSYG,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/ILMSYG,data.inrae.fr,10.15454,rdg.prod,Characterization of lactic acid bacteria by FTIR and other analytical approaches to identify markers of cryoresistance,
10.15454/J9H4BS,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/J9H4BS,data.inrae.fr,10.15454,rdg.prod,Données de réplication pour : Biogeography of soil bacteria and archaea across France,
10.15454/JNIPX5,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/JNIPX5,data.inra.fr,10.15454,rdg.prod,Socioeconomics and Grain-Legumes WoS DataSet 1980-2018,
10.15454/L79X2K,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/L79X2K,data.inra.fr,10.15454,rdg.prod,Biotic Stress and Grain-Legumes WoS DataSet 1980-2018,
10.15454/L7QN45,INRAE (prefix 10.15454),other,INRAE,https://www2.dijon.inrae.fr/plateforme_genosol/,www2.dijon.inrae.fr,10.15454,rdg.prod,Soil Microbial Metagenomics Facility,
10.15454/MJTRXM,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/MJTRXM,data.inrae.fr,10.15454,rdg.prod,Nutritional status according to weight status in French older adults,
10.15454/OXRS55,Recherche Data Gouv,other,,,,,,,not_found
10.15454/PDXRYM,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/PDXRYM,data.inra.fr,10.15454,rdg.prod,Acceptability and Grain-Legumes WoS DataSet 1980-2018,
10.15454/PFV9JK,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/PFV9JK,data.inra.fr,10.15454,rdg.prod,Genetics and Grain-Legumes WoS DataSet 1980-2018,
10.15454/QBQFCX,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/QBQFCX,data.inra.fr,10.15454,rdg.prod,Grain-Legumes Species WoS DataSet 1980-2018,
10.15454/QEI1OO,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/QEI1OO,data.inrae.fr,10.15454,rdg.prod,Caractéristiques biologiques de 301 taxons observés dans la flore associée au semis direct sous couvert en région Bourgogne-Franche-Comté.,
10.15454/QSXKGA,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/QSXKGA,data.inrae.fr,10.15454,rdg.prod,"Analyses physico-chimiques des sites du Réseau de Mesures de la Qualité des Sols (RMQS) du territoire métropolitain pour la 1ère campagne (2000-2009), avec coordonnées théoriques",
10.15454/RIC0ZJ,Recherche Data Gouv,other,,,,,,,not_found
10.15454/TEVEC3,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/TEVEC3,data.inrae.fr,10.15454,rdg.prod,La flore adventice associée au semis direct sous couvert. Enquête sur un réseau d'agriculteurs en Bourgogne-Franche-Comté: 2018-2019.,
10.15454/TRBJTB,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/TRBJTB,data.inrae.fr,10.15454,rdg.prod,"BRC4Env, the Biological Resource Centre for the Environment",
10.15454/UDMKHL,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/UDMKHL,data.inrae.fr,10.15454,rdg.prod,Le semis direct sous couvert : pratiques culturales et problèmes malherbologiques. Enquête nationale auprès des agriculteurs.,
10.15454/UQEMVW,Recherche Data Gouv,dataset_repo,Portail Data Inra,https://carrtel-collection.hub.inrae.fr/,carrtel-collection.hub.inrae.fr,10.15454,rdg.prod,Thonon Culture Collection -TCC- a freshwater microalgae collection,
10.15454/VP7PRI,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/VP7PRI,data.inra.fr,10.15454,rdg.prod,Processing and Grain-Legumes WoS DataSet 1980-2018,
10.15454/W6BAUG,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/W6BAUG,data.inra.fr,10.15454,rdg.prod,Agronomy and Grain-Legumes WoS DataSet 1980-2018,
10.15454/WABMVG,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/WABMVG,data.inrae.fr,10.15454,rdg.prod,"Données de réplication pour: Article ""Weed Management in the Transition to Conservation Agriculture: Farmers' Response"" (Derrouch et al., 2020).",
10.15454/WOICSE,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/WOICSE,data.inra.fr,10.15454,rdg.prod,Amplicon Sequence Variant (ASV) table obtained by metabarcoding foliar fungal communities in conventional and organic vineyards,
10.15454/XETXQU,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/XETXQU,data.inrae.fr,10.15454,rdg.prod,Hypothalamic and caecal microbiota and metabolomic data,
10.15454/XSVVBW,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/XSVVBW,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,PO² Process and Observation Ontology,
10.15454/YRD4JC,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/YRD4JC,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Composition nutritionnelle et impacts environnementaux de plats servis en restauration scolaire en France,
10.15454/YWLPLN,Recherche Data Gouv,other,,,,,,,not_found
10.17504/protocols.io.b4s5qwg6,DOI prefix 10.17504,unresolved,,,,,,,not_found
10.17605/OSF.IO/W7RDB,OSF,dataset_repo,OSF,https://osf.io/w7rdb/,osf.io,10.17605,cos.osf,Does the impact of calorie (energy) labelling of food and drink products on consumer behaviour differ by socioeconomic status?,
10.17632/729tsts8ng.1,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/729tsts8ng/1,data.mendeley.com,10.17632,bl.mendeley,A dataset on concurrent and retrospective methods for measuring sensory perception and preferences of lemon-flavoured carbonated alcoholic drinks.,
10.17632/f9wtj7s9b8.1,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/f9wtj7s9b8/1,data.mendeley.com,10.17632,bl.mendeley,A dataset on the sensory and affective perception of Bordeaux and Rioja red wines collected from French and Spanish consumers at home and international wine students in the lab.,
10.17632/p3zzk5kmc6.1,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/p3zzk5kmc6/1,data.mendeley.com,10.17632,bl.mendeley,An ecological measure of rapid and automatic face-sex categorization - Data,
10.17632/zscjbdvr9v.3,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/zscjbdvr9v/3,data.mendeley.com,10.17632,bl.mendeley,Parcel Manager Data set,
10.18167/DVN1/HIEXNF,CIRAD Dataverse,dataset_repo,CIRAD Dataverse,https://dataverse.cirad.fr/citation?persistentId=doi:10.18167/DVN1/HIEXNF,dataverse.cirad.fr,10.18167,inist.cirad,"A dataset on above- and below-ground traits of 17 cover crops, two wild plant species and two banana cultivars, cultivated individually",
10.18167/DVN1/ZRTW02,CIRAD Dataverse,dataset_repo,CIRAD Dataverse,https://dataverse.cirad.fr/citation?persistentId=doi:10.18167/DVN1/ZRTW02,dataverse.cirad.fr,10.18167,inist.cirad,Grand Débat National - Données enrichies,
10.18485/efa.2024.15,DOI prefix 10.18485,unresolved,,,,,,,not_found
10.20870/Revue-SET.2023.43.7642,DOI prefix 10.20870,unresolved,,,,,,,not_found
10.24310/Fotocinema,DOI prefix 10.24310,unresolved,,,,,,,not_found
10.24381/cds.adbb2d47,Copernicus Climate Change Service (C3S) Climate Data Store (CDS),other,Copernicus Climate Change Service (C3S) Climate Data Store (CDS),https://cds.climate.copernicus.eu/doi/10.24381/cds.adbb2d47,cds.climate.copernicus.eu,10.24381,bl.ecmwf,ERA5 hourly data on single levels from 1940 to present,
10.25666/DATAOSU-2016-12-09,GitHub,other,GitHub,https://search-data.ubfc.fr/FR-18008901306731-2016-12-09_Water-sanctuaries-in-Eastern-Gaul-origin.html,search-data.ubfc.fr,10.25666,inist.osutheta,"Water sanctuaries in Eastern Gaul : origin, organization and evolution from first century B.C to fourth century A.D",
10.25666/DATAOSU-2017-11-24-02,Laboratoire Chrono-environnement (UMR 6249),other,Laboratoire Chrono-environnement (UMR 6249),https://search-data.ubfc.fr/FR-18008901306731-2017-11-24-02_Pollen-analysis-Vix-F-21-En-la-Laune.html,search-data.ubfc.fr,10.25666,inist.osutheta,"Pollen analysis - Vix (F-21), En-la-Laune",
10.25666/DATAOSU-2021-03-01,Laboratoire Chrono-environnement,other,Laboratoire Chrono-environnement,https://search-data.ubfc.fr/FR-18008901306731-2021-03-01_Digitized-inventory-of-the-French-peatlands-of.html,search-data.ubfc.fr,10.25666,inist.osutheta,Digitized inventory of the French peatlands of 1949,
10.25666/DATAOSU-2021-11-09,GitHub,other,GitHub,https://search-data.ubfc.fr/FR-18008901306731-2021-11-09_Modelling-the-response-of-Antarctic-marine.html,search-data.ubfc.fr,10.25666,inist.osutheta,"Modelling the response of Antarctic marine species to environmental changes. Methods, applications and limitations",
10.25666/DATAUBFC-2019-07-09-07,Laboratoire Chrono-environnement (UMR 6249),other,Laboratoire Chrono-environnement (UMR 6249),https://search-data.ubfc.fr/FR-18008901306731-2019-07-09-07_Pollen-analysis-Molesme-F-21-Marais-de.html,search-data.ubfc.fr,10.25666,inist.osutheta,"Pollen analysis - Molesme (F-21), Marais de l'Abîme",
10.25666/DATAUBFC-2022-05-13-02,Imagerie et Vision Artificielle,other,Imagerie et Vision Artificielle,https://search-data.ubfc.fr/FR-18008901306731-2022-05-13-02_PolaBot.html,search-data.ubfc.fr,10.25666,inist.osutheta,PolaBot,
10.25666/DATAUBFC-2023-07-13,Imagerie et Vision Artificielle,other,Imagerie et Vision Artificielle,https://search-data.ubfc.fr/FR-13002091000019-2023-07-13_uB-VisioGeoloc.html,search-data.ubfc.fr,10.25666,inist.osutheta,uB-VisioGeoloc,
10.25666/DATAUBFC-2024-03-06,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-03-06_Bronze-Age-solid-hilted-swords.html,search-data.ubfc.fr,10.25666,inist.osutheta,Bronze Age solid-hilted swords,
10.25666/DATAUBFC-2024-03-15,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-03-15_MEDUSA-Marine-benthic-Ecological-Data-from.html,search-data.ubfc.fr,10.25666,inist.osutheta,MEDUSA: Marine benthic Ecological Data from Underwater imagery Surveys of sub-Antarctic Crozet environments,
10.25666/DATAUBFC-2024-05-07,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-05-07_Ecuador-s-Pastaza-province-cocoa-farmers.html,search-data.ubfc.fr,10.25666,inist.osutheta,Ecuador's Pastaza province cocoa farmers interviews (in spanish),
10.25666/DATAUBFC-2024-05-07-02,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-05-07-02_Ecuador-s-Pastaza-province-cocoa-farmers.html,search-data.ubfc.fr,10.25666,inist.osutheta,Ecuador's Pastaza province cocoa farmers interviews (in kichwa),
10.25666/DATAUBFC-2024-06-27,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-06-27_Sample-depth-m-TOC-wt-whole-rock-TN.html,search-data.ubfc.fr,10.25666,inist.osutheta,"Sample depth (m), TOC (wt. %, whole rock), TN (ppm, wholerock), TOC/TN, δ13Corg (‰ vs. PDB), and δ15Nbulk (‰ vs. air), for samples analyzed along the GT13 and GT16 drill cores (Serra Sul Formation, Amazonian Craton, Brazil).",
10.25666/DATAUBFC-2024-07-17,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-07-17_Characterization-of-cyanide-responsive.html,search-data.ubfc.fr,10.25666,inist.osutheta,Characterization of cyanide-responsive fluorogenic probes,
10.25666/DATAUBFC-2024-08-30,"Centre interlangues : texte, image, langage",other,"Centre interlangues : texte, image, langage",https://search-data.ubfc.fr/FR-13002091000019-2024-08-30_Chocolate-aficionados-questionnaire-in-spanish.html,search-data.ubfc.fr,10.25666,inist.osutheta,Chocolate aficionados questionnaire (in spanish),
10.25666/DATAUBFC-2024-08-30-03,"Centre interlangues : texte, image, langage",other,"Centre interlangues : texte, image, langage",https://search-data.ubfc.fr/FR-13002091000019-2024-08-30-03_Chocolate-producer-interview-in-spanish.html,search-data.ubfc.fr,10.25666,inist.osutheta,Chocolate producer interview (in spanish),
10.25666/DATAUBFC-2025-03-28,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2025-03-28_Floral-offer-and-seasonality-shape.html,search-data.ubfc.fr,10.25666,inist.osutheta,Floral offer and seasonality shape plant-pollinator networks in tropical gardens,
10.25666/DATAUBFC-2025-05-09,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2025-05-09_Characterization-of-a-cyanide-responsive.html,search-data.ubfc.fr,10.25666,inist.osutheta,"Characterization of a cyanide-responsive ""covalent-assembly"" fluorogenic probe",
10.25666/DATAUBFC-2025-06-02,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2025-06-02_Stage-specific-effects-of-a-fungicide-and-global.html,search-data.ubfc.fr,10.25666,inist.osutheta,Stage-specific effects of a fungicide and global warming on copper accumulation and development in a major vineyard insect pest,
10.25666/DATAUBFC-2025-07-04,DOI prefix 10.25666,unresolved,,,,,,,not_found
10.25666/DATAUBFC-2026-01-07,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-01-07_Adsorption-Data-Base-ASP.html,search-data.ubfc.fr,10.25666,inist.osutheta,Adsorption Data Base - ASP,
10.25666/DATAUBFC-2026-04-08,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-04-08_Deep-Learning-for-enhanced-3D-landmark.html,search-data.ubfc.fr,10.25666,inist.osutheta,Deep Learning for enhanced 3D landmark positioning: addressing biases in traditional registration methods,
10.25666/DATAUBFC-2026-04-16,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-04-16_Dissolved-Organic-Carbon-concentrations-and.html,search-data.ubfc.fr,10.25666,inist.osutheta,Dissolved Organic Carbon concentrations and isotopes in Mexican lakes and aquifers,
10.26179/372t-4q89,Australian Antarctic Data Centre,dataset_repo,Australian Antarctic Data Centre,https://data.aad.gov.au/metadata/AAS_4414_MountBrownSouth_SurfaceCore_isotopes,data.aad.gov.au,10.26179,aad.repo,"The Mount Brown South surface core (MBS1718 'Alpha', 'Bravo', and 'Charlie') chronologies and stable water isotope records",
10.26179/5zm0-v192,Australian Antarctic Data Centre,dataset_repo,Australian Antarctic Data Centre,https://data.aad.gov.au/metadata/DSS_2k_data_compilation,data.aad.gov.au,10.26179,aad.repo,The Law Dome ice core 2000 year dataset collection.,
10.26820/recimundo/4.(3,DOI prefix 10.26820,unresolved,,,,,,,not_found
10.33386/593dp.2023.1-1.1658,DOI prefix 10.33386,unresolved,,,,,,,not_found
10.3389/978-2-88966-027-8,DOI prefix 10.3389,unresolved,,,,,,,not_found
10.3390/agronomy10060843,DOI prefix 10.3390,unresolved,,,,,,,not_found
10.3390/geometry2010001,DOI prefix 10.3390,unresolved,,,,,,,not_found
