halId_s,hal_uri,hal_title,hal_docType,publication_doi,source_field,expected_field,field_ok,misfiled_dataset_link,related_raw,related_kind,dataset_doi,repository,object_kind,publisher,landing_url,landing_host,doi_prefix,datacite_client,dataset_title,resolve_error,correction_note
hal-03599614,https://hal.science/hal-03599614v1,Campagne de fouille 2021 sur le système de fortification de Blis à Eymet (Dordogne),REPORT,10.34847/nkl.d59a61c2,seeAlso_s,relatedData_s,False,True,https://nakala.fr/10.34847/nkl.d59a61c2,doi,10.34847/nkl.d59a61c2,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.d59a61c2,nakala.fr,10.34847,inist.humanum,"Fouille du plateau de Blis 2021, rapport final d'opération",,Dataset DOI found only in seeAlso_s; expected HAL field is relatedData_s.
hal-03599614,https://hal.science/hal-03599614v1,Campagne de fouille 2021 sur le système de fortification de Blis à Eymet (Dordogne),REPORT,10.34847/nkl.d59a61c2,seeAlso_s,relatedData_s,False,False,https://nakala.fr/10.34847/nkl.1b988e6g,doi,10.34847/nkl.1b988e6g,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.1b988e6g,nakala.fr,10.34847,inist.humanum,"Fouille du plateau de Blis 2021, jeu de données",,
hal-03625761,https://hal.science/hal-03625761v1,Service Level Management in the Cloud,COUV,10.1002/9781119818359.ch2,relatedPublication_s,relatedData_s,False,False,10.1002/9781119818359,doi,10.1002/9781119818359,Journal DOI (10.1002),publication_landing,,,,,,,not_found,
hal-03625769,https://hal.science/hal-03625769v1,Quality of Service Management in Wireless Mesh Networks,COUV,10.1002/9781119818359.ch5,relatedPublication_s,relatedData_s,False,False,10.1002/9781119818359,doi,10.1002/9781119818359,Journal DOI (10.1002),publication_landing,,,,,,,not_found,
hal-03641417,https://institut-agro-dijon.hal.science/hal-03641417v1,Weed suppression in cover crop mixtures under contrasted levels of resource availability,ART,10.1016/j.eja.2022.126499,relatedData_s,relatedData_s,True,False,10.57745/P4G16N,doi,10.57745/P4G16N,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/P4G16N,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,"Cover crop and weed biomass with their nitrogen and carbon content sampled in cover crop mixture according to mixture, irriguation and nitrogen fertilisation at sowing",,
hal-03671515,https://hal.inrae.fr/hal-03671515v1,New Decision-making Tools for sustainable Weed Control,ART,,relatedPublication_s,relatedData_s,False,False,10.34776/afs12-78g,doi,10.34776/afs12-78g,Agroscope,other,Agroscope,https://ira.agroscope.ch/de/publication/46464,ira.agroscope.ch,10.34776,ethz.agroscope,Neue Entscheidungshilfen für eine nachhaltige Unkrautbekämpfung,,
hal-03671515,https://hal.inrae.fr/hal-03671515v1,New Decision-making Tools for sustainable Weed Control,ART,,seeAlso_s,relatedData_s,False,False,https://doi.org/10.34776/afs12-78g,doi,10.34776/afs12-78g,Agroscope,other,Agroscope,https://ira.agroscope.ch/de/publication/46464,ira.agroscope.ch,10.34776,ethz.agroscope,Neue Entscheidungshilfen für eine nachhaltige Unkrautbekämpfung,,
hal-03671515,https://hal.inrae.fr/hal-03671515v1,New Decision-making Tools for sustainable Weed Control,ART,,seeAlso_s,relatedData_s,False,False,https://ira.agroscope.ch/de/publication/46464,url,,,,,,,,,,,
hal-03685745,https://hal.science/hal-03685745v1,"Adieu ! de Balzac, un texte qui soigne ou un texte qui tue",ART,10.4000/episteme.904,relatedPublication_s,relatedData_s,False,False,10.4000/episteme.904,doi,10.4000/episteme.904,Journal DOI (10.4000),publication_landing,,,,,,,not_found,
hal-03700820,https://hal.science/hal-03700820v1,Parcel Manager: a parcel reshaping model incorporating design rules of residential development,ART,10.1111/tgis.12970,relatedData_s,relatedData_s,True,False,10.17632/zscjbdvr9v.3,doi,10.17632/zscjbdvr9v.3,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/zscjbdvr9v/3,data.mendeley.com,10.17632,bl.mendeley,Parcel Manager Data set,,
hal-03711804,https://hal.inrae.fr/hal-03711804v1,Prevalence of Undernutrition and Risk of Undernutrition in Overweight and Obese Older People,ART,10.3389/fnut.2022.892675,relatedData_s,relatedData_s,True,False,10.15454/MJTRXM,doi,10.15454/MJTRXM,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/MJTRXM,data.inrae.fr,10.15454,rdg.prod,Nutritional status according to weight status in French older adults,,
hal-03718549,https://hal.science/hal-03718549v1,Improving the performances of Diffusive Gradient in Thin-films (DGT) technique to measure the labile uranyl concentration in environmental waters by employing the chelating properties of siderochelates,COMM,,relatedPublication_s,relatedData_s,False,False,10.57876/4tpy-0638,doi,10.57876/4tpy-0638,Autorité de sûreté nucléaire et de radioprotection,other,Autorité de sûreté nucléaire et de radioprotection,https://irsn.spherik.com/tours/j2x02b/,irsn.spherik.com,10.57876,irsn.prod,LUTECE,,
hal-03729303,https://hal.inrae.fr/hal-03729303v1,A dataset on concurrent and immediate retrospective methods for measuring sensory perception and preferences of lemon-flavoured carbonated alcoholic drinks.,ART,10.1016/j.dib.2022.108346,relatedData_s,relatedData_s,True,False,10.17632/729tsts8ng.1,doi,10.17632/729tsts8ng.1,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/729tsts8ng/1,data.mendeley.com,10.17632,bl.mendeley,A dataset on concurrent and retrospective methods for measuring sensory perception and preferences of lemon-flavoured carbonated alcoholic drinks.,,
hal-03744281,https://hal.inrae.fr/hal-03744281v1,Multi-attribute temporal descriptive methods in sensory analysis applied in food science: Protocol for a scoping review,ART,10.1371/journal.pone.0270969,relatedPublication_s,relatedData_s,False,True,10.57745/JUJRTJ,doi,10.57745/JUJRTJ,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/JUJRTJ,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Checklist for reporting research involving descriptive sensory evaluation methods,,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-03788372,https://hal.science/hal-03788372v1,Sortants du supérieur : le niveau de diplôme ne résume pas les trajectoires d'insertion,ART,,relatedData_s,relatedData_s,True,False,10.13144/lil-1649,doi,10.13144/lil-1649,Progedo-Adisp,dataset_repo,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1649,data.progedo.fr,10.13144,inist.adisp,Génération 2017 - Interrogation à 3 ans - 2020,,
hal-03829832,https://hal.science/hal-03829832v4,On the space of subgroups of Baumslag-Solitar groups I: perfect kernel and phenotype,ART,10.4171/RMI/1549,relatedPublication_s,relatedData_s,False,True,10.5281/zenodo.7225585,doi,10.5281/zenodo.7225585,Zenodo,dataset_repo,Zenodo,https://zenodo.org/record/7225585,zenodo.org,10.5281,cern.zenodo,"How to build (m,n)-graphs",,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-03856017,https://ehesp.hal.science/hal-03856017v1,High-spatial resolution epidemic surveillance of bacterial meningitis in the African meningitis belt in Burkina Faso,ART,10.1038/s41598-022-23279-6,relatedPublication_s,relatedData_s,False,True,10.5281/zenodo.4925795,doi,10.5281/zenodo.4925795,Zenodo,dataset_repo,Zenodo,https://zenodo.org/record/4925795,zenodo.org,10.5281,cern.zenodo,MaximeMaW/MeningitisDynamics: Fixed typos,,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-03882929,https://hal.inrae.fr/hal-03882929v1,"OOPS, the Ontology for Odor Perceptual Space: From Molecular Composition to Sensory Attributes of Odor Objects",ART,10.3390/molecules27227888,relatedData_s,relatedData_s,True,False,10.57745/KLHMJ4,doi,10.57745/KLHMJ4,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/KLHMJ4,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Dataset study Roche et al. Ontologie OOPS OD&gt;OQ CSGA,,
hal-03887946,https://hal.inrae.fr/hal-03887946v1,First steps towards FAIRization of product-focused sensory data,ART,10.1016/j.foodqual.2022.104765,relatedData_s,relatedData_s,True,False,10.57745/B35XCS,doi,10.57745/B35XCS,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/B35XCS,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Template to share sensory evaluation data,,
hal-03896769,https://hal.science/hal-03896769v1,Le complexe chasséen dans l’Yonne,ART,10.4000/books.artehis.13905,relatedPublication_s,relatedData_s,False,False,10.4000/books.artehis.13809,doi,10.4000/books.artehis.13809,Journal DOI (10.4000),publication_landing,,,,,,,not_found,
hal-03910388,https://hal.science/hal-03910388v1,"Botrytis cinerea strains infecting grapevine and tomato display contrasted repertoires of accessory chromosomes, transposons and small RNAs",ART,10.24072/pcjournal.211,relatedData_s,relatedData_s,True,False,10.57745/HYWRNM,doi,10.57745/HYWRNM,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HYWRNM,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Transposable element annotation of Botrytis cinerea Sl3 and Vvl3,,
hal-03967717,https://hal.inrae.fr/hal-03967717v1,Carabid beetles have hump‐shaped responses to disturbance and resource gradients within agricultural landscapes,ART,10.1111/1365-2664.14357,relatedData_s,relatedData_s,True,False,10.15454/BMLIQI,doi,10.15454/BMLIQI,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/BMLIQI,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Carabid beetles have hump-shaped responses to disturbance and resource gradients within agricultural landscapes - Dataset,,
hal-03985366,https://hal.inrae.fr/hal-03985366v1,A dataset on the sensory and affective perception of Bordeaux and Rioja red wines collected from French and Spanish consumers at home and international wine students in the lab,ART,10.1016/j.dib.2022.108873,relatedData_s,relatedData_s,True,False,10.17632/f9wtj7s9b8.1,doi,10.17632/f9wtj7s9b8.1,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/f9wtj7s9b8/1,data.mendeley.com,10.17632,bl.mendeley,A dataset on the sensory and affective perception of Bordeaux and Rioja red wines collected from French and Spanish consumers at home and international wine students in the lab.,,
hal-03986408,https://hal.inrae.fr/hal-03986408v1,Socioeconomic position and the effect of energy labelling on consumer behaviour: a systematic review and meta-analysis,ART,10.1186/s12966-023-01418-0,relatedPublication_s,relatedData_s,False,True,10.17605/OSF.IO/W7RDB,doi,10.17605/OSF.IO/W7RDB,OSF,dataset_repo,OSF,https://osf.io/w7rdb/,osf.io,10.17605,cos.osf,Does the impact of calorie (energy) labelling of food and drink products on consumer behaviour differ by socioeconomic status?,,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-04011829,https://hal.inrae.fr/hal-04011829v1,Horses discriminate human body odors between fear and joy contexts in a habituation-discrimination protocol,ART,10.1038/s41598-023-30119-8,relatedData_s,relatedData_s,True,False,10.57745/SLUKIO,doi,10.57745/SLUKIO,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/SLUKIO,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Horses discriminate human body odours between fear and joy contexts in a habituation-discrimination protocol.,,
hal-04052344,https://hal.inrae.fr/hal-04052344v1,Carry-over effects of cover crops on weeds and crop productivity in no-till systems,ART,10.1016/j.fcr.2023.108899,relatedData_s,relatedData_s,True,False,10.57745/P4G16N,doi,10.57745/P4G16N,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/P4G16N,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,"Cover crop and weed biomass with their nitrogen and carbon content sampled in cover crop mixture according to mixture, irriguation and nitrogen fertilisation at sowing",,
hal-04059014,https://hal.science/hal-04059014v1,Leaf microbiome data for European cultivated grapevine (Vitis vinifera L.) during downy mildew (Plasmopara viticola) epidemics in three wine-producing regions in France,ART,10.1094/PHYTOFR-11-22-0138-A,relatedData_s,relatedData_s,True,False,10.15454/2YDSBL,doi,10.15454/2YDSBL,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/2YDSBL,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Leaf microbiome data for European cultivated grapevine (Vitis vinifera L.) during downy mildew (Plasmopara viticola) epidemics in three wine-producing regions in France,,
hal-04066550,https://hal.science/hal-04066550v1,Music and the aging brain,COUV,10.1093/oxfordhb/9780198804123.013.25,relatedPublication_s,relatedData_s,False,False,10.1093/oxfordhb/9780198804123.001.0001,doi,10.1093/oxfordhb/9780198804123.001.0001,Journal DOI (10.1093),publication_landing,,,,,,,not_found,
hal-04133593,https://hal.inrae.fr/hal-04133593v2,Reduction in PLANT DEFENSIN 1 expression in Arabidopsis thaliana results in increased resistance to pathogens and zinc toxicity,ART,10.1093/jxb/erad228,relatedData_s,relatedData_s,True,False,10.15454/AXY7FV,doi,10.15454/AXY7FV,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/AXY7FV,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Replication Data for: Nguyen et al. Reduction in PLANT DEFENSIN 1 results in increased resistance to pathogens and zinc toxicity,,
hal-04139578,https://hal.science/hal-04139578v1,Safety Net Detection by Optic Flow Processing,COMM,10.1109/ICUAS57906.2023.10156597,relatedData_s,relatedData_s,True,False,10.57745/5VJQHM,doi,10.57745/5VJQHM,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5VJQHM,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Camera Underwater images in front of underwater nettings at Lake Guerlédan,,
hal-04164225,https://u-picardie.hal.science/hal-04164225v1,An inter-laboratory multi-centre evaluation of the performance of Mucorales PCR assays when testing serum specimens: A study by the ISHAM Fungal PCR Initiative and the ModiMucor study group -FPCRI Mucor Laboratory Working group,COMM,,relatedPublication_s,relatedData_s,False,False,10.3390/jof5040095,doi,10.3390/jof5040095,DOI prefix 10.3390,unresolved,,,,,,,not_found,
hal-04192260,https://hal.science/hal-04192260v1,"The 1949 Atlas of French peat deposits, a starting point for a National Inventory of peatlands",ART,10.1111/sum.12919,relatedData_s,relatedData_s,True,False,10.25666/DATAOSU-2021-03-01,doi,10.25666/DATAOSU-2021-03-01,Laboratoire Chrono-environnement,other,Laboratoire Chrono-environnement,https://search-data.ubfc.fr/FR-18008901306731-2021-03-01_Digitized-inventory-of-the-French-peatlands-of.html,search-data.ubfc.fr,10.25666,inist.osutheta,Digitized inventory of the French peatlands of 1949,,
hal-04197470,https://hal.science/hal-04197470v1,Structure of deformed $w_{1+\infty}$ symmetry and topological generalization in Celestial CFT,ART,10.1016/j.physletb.2023.138272,relatedPublication_s,relatedData_s,False,False,10.48550/arXiv.2306.11693,doi,10.48550/arXiv.2306.11693,arXiv,publication_landing,arXiv,https://arxiv.org/abs/2306.11693,arxiv.org,10.48550,arxiv.content,Structure of deformed $w_{1+\infty}$ symmetry and topological generalization in Celestial CFT,,
hal-04197618,https://hal.inrae.fr/hal-04197618v1,"PO2/TransformON, an ontology for data integration on food, feed, bioproducts and biowaste engineering",ART,10.1038/s41538-023-00221-2,relatedData_s,relatedData_s,True,False,10.57745/DWX7W6,doi,10.57745/DWX7W6,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/DWX7W6,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,TransformON,,
hal-04197618,https://hal.inrae.fr/hal-04197618v1,"PO2/TransformON, an ontology for data integration on food, feed, bioproducts and biowaste engineering",ART,10.1038/s41538-023-00221-2,relatedData_s,relatedData_s,True,False,10.15454/XSVVBW,doi,10.15454/XSVVBW,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/XSVVBW,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,PO² Process and Observation Ontology,,
hal-04233962,https://hal.inrae.fr/hal-04233962v1,Direct and indirect estimates of dispersal support strong juvenile philopatry and male‐biased dispersal in a freshwater turtle species (<i>Emys orbicularis</i>),ART,10.1111/fwb.14171,relatedData_s,relatedData_s,True,False,10.5061/dryad.qv9s4mwkv,doi,10.5061/dryad.qv9s4mwkv,Dryad,dataset_repo,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.qv9s4mwkv,datadryad.org,10.5061,dryad.dryad,Direct and indirect estimates of dispersal support strong juvenile philopatry and male-biased dispersal in a freshwater turtle species (Emys orbicularis),,
hal-04248976,https://hal.science/hal-04248976v1,"Comment on Manna et al. SARS-CoV-2 Inactivation in Aerosol by Means of Radiated Microwaves. Viruses 2023, 15, 1443",ART,10.3390/v15102110,relatedPublication_s,relatedData_s,False,True,10.5281/zenodo.8387335,doi,10.5281/zenodo.8387335,Zenodo,dataset_repo,Zenodo,https://zenodo.org/record/8387335,zenodo.org,10.5281,cern.zenodo,"Comment on Manna et al. SARS-CoV-2 Inactivation in Aerosol by Means of Radiated Microwaves. Viruses 2023, 15, 1443",,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-04253590,https://hal.science/hal-04253590v1,Images et sons des géopolitiques urbaines / Imágenes y sonidos de las geopolíticas urbanas,ISSUE,10.24310/Fotocinema.2022.vi24,relatedPublication_s,relatedData_s,False,False,10.24310/Fotocinema,doi,10.24310/Fotocinema,DOI prefix 10.24310,unresolved,,,,,,,not_found,
hal-04254641,https://hal.inrae.fr/hal-04254641v1,Agricultural drivers of field margin plant communities are scale-dependent,ART,10.1016/j.baae.2023.08.003,relatedData_s,relatedData_s,True,False,10.57745/NMIPCY,doi,10.57745/NMIPCY,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/NMIPCY,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,"Data associated to the paper ""Scale dependence in agricultural drivers of field margin plant communities: influence of spatial resolution and extent""",,
hal-04254641,https://hal.inrae.fr/hal-04254641v1,Agricultural drivers of field margin plant communities are scale-dependent,ART,10.1016/j.baae.2023.08.003,seeAlso_s,relatedData_s,False,False,https://ars.els-cdn.com/content/image/1-s2.0-S1439179123000476-mmc1.docx,url,,,,,,,,,,,
hal-04266661,https://hal.science/hal-04266661v1,The short-term response of soil microbial communities to digestate application depends on the characteristics of the digestate and soil type,ART,10.1016/j.apsoil.2023.105105,relatedPublication_s,relatedData_s,False,True,10.57745/DFGUGB,doi,10.57745/DFGUGB,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/DFGUGB,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Impact des digestats de méthanisation sur la qualité biologique des sols : Evaluation d’impact à court terme en conditions contrôlées (Microcosmes),,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-04267953,https://hal.inrae.fr/hal-04267953v1,SNP discovery by exome capture and resequencing in a pea genetic resource collection,ART,10.24072/pci.genomics.100237,relatedData_s,relatedData_s,True,False,10.57745/5MDE99,doi,10.57745/5MDE99,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",,
hal-04273989,https://hal.inrae.fr/hal-04273989v1,Biogeographical patterns of the soil fungal:bacterial ratio across France,ART,10.1128/msphere.00365-23,relatedData_s,relatedData_s,True,False,10.57745/AKSR1A,doi,10.57745/AKSR1A,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/AKSR1A,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Biogeographical patterns of the soil fungal:bacterial ratio across France,,
hal-04298953,https://hal.science/hal-04298953v1,Rapport final du projet INTERFACE (2022-2023) : Modélisation de réseaux multi-habitats pour la conservation intégrée des milieux d'interface,REPORT,10.13140/RG.2.2.24102.09288,relatedPublication_s,relatedData_s,False,False,10.20870/Revue-SET.2023.43.7642,doi,10.20870/Revue-SET.2023.43.7642,DOI prefix 10.20870,unresolved,,,,,,,not_found,
hal-04423592,https://hal.inrae.fr/hal-04423592v1,Reducing pest pressure and insecticide use by increasing hedgerows in the landscape,ART,10.1016/j.scitotenv.2024.170182,relatedData_s,relatedData_s,True,False,10.57745/MLZFRO,doi,10.57745/MLZFRO,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/MLZFRO,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Reducing pest pressure and insecticide use by increasing hedgerows in the landscape - dataset,,
hal-04423592,https://hal.inrae.fr/hal-04423592v1,Reducing pest pressure and insecticide use by increasing hedgerows in the landscape,ART,10.1016/j.scitotenv.2024.170182,seeAlso_s,relatedData_s,False,False,https://ars.els-cdn.com/content/image/1-s2.0-S0048969724003176-mmc1.docx,url,,,,,,,,,,,
hal-04432508,https://amu.hal.science/hal-04432508v1,Republication de : recommandations formalisées d’experts. Prise en charge de la patiente avec une pré-éclampsie sévère,ART,10.1016/j.anrea.2023.07.002,relatedPublication_s,relatedData_s,False,False,10.1016/j.accpm.2021.100901,doi,10.1016/j.accpm.2021.100901,Journal DOI (10.1016),publication_landing,,,,,,,not_found,
hal-04432508,https://amu.hal.science/hal-04432508v1,Republication de : recommandations formalisées d’experts. Prise en charge de la patiente avec une pré-éclampsie sévère,ART,10.1016/j.anrea.2023.07.002,relatedPublication_s,relatedData_s,False,False,hal-03554179,hal_id,,,,,,,,,,,
hal-04498495,https://hal.science/hal-04498495v1,Efficient multimode vectorial nonlinear propagation solver beyond the weak guidance approximation,ART,10.48550/arXiv.2402.16492,relatedPublication_s,relatedData_s,False,False,10.1364/JOSAB.521161,doi,10.1364/JOSAB.521161,DOI prefix 10.1364,unresolved,,,,,,,not_found,
hal-04513209,https://hal.inrae.fr/hal-04513209v1,Blocking then stinging as a case of two-step evolution of defensive cage architectures in herbivore-driven ecosystems,ART,10.1038/s41477-024-01649-4,relatedData_s,relatedData_s,True,False,10.6084/m9.figshare.24454609,doi,10.6084/m9.figshare.24454609,Figshare,dataset_repo,figshare,https://figshare.com/articles/dataset/Supplementary_material_b_Branch_then_sting_the_two_step_evolution_of_defensive_cage_architectures_in_herbivore-driven_ecosystems_b_/24454609,figshare.com,10.6084,figshare.ars,Supplementary material: <b>Branch then sting: the two step evolution of defensive cage architectures in herbivore-driven ecosystems</b>,,
hal-04529211,https://hal.science/hal-04529211v1,L’habitat groupé laténien de Verdun-sur-le-Doubs : rapport de fouille programmée 2023 dans le cadre du PCR «La confluence Saône/Doubs à l’âge du fer»,REPORT,,relatedData_s,relatedData_s,True,False,10.34847/nkl.929ax2kn,doi,10.34847/nkl.929ax2kn,NAKALA,dataset_repo,,,,,,,not_found,
hal-04529211,https://hal.science/hal-04529211v1,L’habitat groupé laténien de Verdun-sur-le-Doubs : rapport de fouille programmée 2023 dans le cadre du PCR «La confluence Saône/Doubs à l’âge du fer»,REPORT,,seeAlso_s,relatedData_s,False,False,https://www.chronocarto.eu/spip.php?article79&lang=fr,url,,,,,,,,,,,
hal-04547704,https://hal.inrae.fr/hal-04547704v1,French low-input winegrowing demonstration farms: a dataset of their operations traceability and sustainability performances.,ART,10.1016/j.dib.2024.110415,relatedData_s,relatedData_s,True,False,10.57745/2HITDV,doi,10.57745/2HITDV,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/2HITDV,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,DEPHY FERME network's low input winegrowing systems: performances and traceability,,
hal-04553063,https://hal.inrae.fr/hal-04553063v1,Are high-throughput root phenotyping platforms suitable for informing root system architecture models with genotype-specific parameters? An evaluation based on the root model ArchiSimple and a small panel of wheat cultivars,ART,10.1093/jxb/erae009,relatedData_s,relatedData_s,True,False,10.5281/zenodo.10597854,doi,10.5281/zenodo.10597854,Zenodo,dataset_repo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10597854,zenodo.org,10.5281,cern.zenodo,Data supporting: Are high-throughput root-phenotyping platforms suitable for informing root-system architecture models with genotype-specific parameters? An evaluation based on the root model ArchiSimple and a small panel of wheat cultivars,,
hal-04581536,https://hal.inrae.fr/hal-04581536v1,To what extent can a phase-out of pesticides in viticulture be achieved? Learning from the efforts of a large farm network after 10 years,ART,10.20870/oeno-one.2024.58.2.7885,relatedData_s,relatedData_s,True,False,10.57745/2HITDV,doi,10.57745/2HITDV,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/2HITDV,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,DEPHY FERME network's low input winegrowing systems: performances and traceability,,
hal-04589525,https://hal.science/hal-04589525v1,EPoMAB. European Bronze Age solid-hilted swords database,SOFTWARE,10.5281/zenodo.10913139,relatedData_s,relatedData_s,True,False,10.25666/DATAUBFC-2024-03-06,doi,10.25666/DATAUBFC-2024-03-06,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-03-06_Bronze-Age-solid-hilted-swords.html,search-data.ubfc.fr,10.25666,inist.osutheta,Bronze Age solid-hilted swords,,
hal-04589525,https://hal.science/hal-04589525v1,EPoMAB. European Bronze Age solid-hilted swords database,SOFTWARE,10.5281/zenodo.10913139,relatedPublication_s,relatedData_s,False,False,tel-03815132,hal_id,,,,,,,,,,,
hal-04589525,https://hal.science/hal-04589525v1,EPoMAB. European Bronze Age solid-hilted swords database,SOFTWARE,10.5281/zenodo.10913139,seeAlso_s,relatedData_s,False,False,https://analytics.huma-num.fr/Leonard.Dumont/EPoMAB/,url,,,,,,,,,,,
hal-04593965,https://hal.inrae.fr/hal-04593965v1,A dataset of perception and preferences of French consumers for commercial cooked hams sampled according to their nutritional values and claims,ART,10.1016/j.dib.2024.110549,relatedData_s,relatedData_s,True,False,10.57745/GA5R6S,doi,10.57745/GA5R6S,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/GA5R6S,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,A dataset of perception and preferences of French consumers for commercial cooked hams sampled according to their nutritional values and claims.,,
hal-04612748,https://hal.inrae.fr/hal-04612748v1,Wheat dwarfing reshapes plant and fungal development in arbuscular mycorrhizal symbiosis,ART,10.1007/s00572-024-01150-y,relatedPublication_s,relatedData_s,False,True,10.57745/R1QHIL,doi,10.57745/R1QHIL,Recherche Data Gouv,dataset_repo,,,,,,,not_found,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
