halId_s,hal_uri,hal_title,hal_docType,publication_doi,source_field,expected_field,field_ok,misfiled_dataset_link,related_raw,related_kind,dataset_doi,repository,object_kind,publisher,landing_url,landing_host,doi_prefix,datacite_client,dataset_title,resolve_error,correction_note
hal-01206710,https://inria.hal.science/hal-01206710v1,Combination of Polyaffine Transformations and Supervised Learning for the Automatic Diagnosis of LV Infarct,COMM,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-319-28712-6_21,doi,10.1007/978-3-319-28712-6_21,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-01435856,https://hal.science/hal-01435856v1,High Output Dynamic UWB Pulse Generator for BPSK Modulations,COMM,,relatedPublication_s,relatedData_s,False,False,10.1109/ICUWB.2013.6663842,doi,10.1109/ICUWB.2013.6663842,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-01519439,https://hal.science/hal-01519439v1,MIMO Antenna Performance Assessment Based on Open Source Software Defined Radio,COMM,,relatedPublication_s,relatedData_s,False,False,10.23919/EuCAP.2017.7928734,doi,10.23919/EuCAP.2017.7928734,DOI prefix 10.23919,unresolved,,,,,,,not_found,
hal-01552148,https://hal.science/hal-01552148v1,A generic ontological network for Agri-food experiment integration – Application to viticulture and winemaking,ART,10.1016/j.compag.2017.06.020,relatedData_s,relatedData_s,True,False,10.15454/RJKJBN,doi,10.15454/RJKJBN,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/RJKJBN,data.inrae.fr,10.15454,rdg.prod,Ontology for Food Processing Experiment,,
hal-01552148,https://hal.science/hal-01552148v1,A generic ontological network for Agri-food experiment integration – Application to viticulture and winemaking,ART,10.1016/j.compag.2017.06.020,relatedData_s,relatedData_s,True,False,10.15454/DPBMBW,doi,10.15454/DPBMBW,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/DPBMBW,data.inrae.fr,10.15454,rdg.prod,Agri-Food Experiment Ontology,,
hal-01602779,https://hal.science/hal-01602779v1,Hybridization and polyploidy enable genomic plasticity without sex in the most devastating plant-parasitic nematodes,ART,10.1371/journal.pgen.1006777,relatedData_s,relatedData_s,True,False,10.15454/DLDJVF,doi,10.15454/DLDJVF,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/DLDJVF,data.inrae.fr,10.15454,rdg.prod,"TE-related genes: annotation, characterisation, and expression.",,
hal-01602779,https://hal.science/hal-01602779v1,Hybridization and polyploidy enable genomic plasticity without sex in the most devastating plant-parasitic nematodes,ART,10.1371/journal.pgen.1006777,seeAlso_s,relatedData_s,False,False,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006777,doi,10.1371/journal.pgen.1006777,Journal DOI (10.1371),publication_landing,,,,,,,not_found,
hal-01633879,https://inria.hal.science/hal-01633879v1,"Two genomes of highly polyphagous lepidopteran pests (Spodoptera frugiperda, Noctuidae) with different host-plant ranges",ART,10.1038/s41598-017-10461-4,relatedData_s,relatedData_s,True,False,10.57745/D4TG2M,doi,10.57745/D4TG2M,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/D4TG2M,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Curated sequences of cytochrome P450 from Spodoptera frugiperda corn strain,,
hal-01633879,https://inria.hal.science/hal-01633879v1,"Two genomes of highly polyphagous lepidopteran pests (Spodoptera frugiperda, Noctuidae) with different host-plant ranges",ART,10.1038/s41598-017-10461-4,relatedData_s,relatedData_s,True,False,10.57745/XDVEQW,doi,10.57745/XDVEQW,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/XDVEQW,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Curated sequences of cytochrome P450 from Spodoptera frugiperda rice strain,,
hal-01661608,https://enpc.hal.science/hal-01661608v5,An explicit pseudo-energy conserving time-integration scheme for Hamiltonian dynamics,ART,10.1016/j.cma.2019.01.013,relatedPublication_s,relatedData_s,False,True,10.5281/zenodo.3339369,doi,10.5281/zenodo.3339369,Zenodo,dataset_repo,Zenodo,https://zenodo.org/record/3339369,zenodo.org,10.5281,cern.zenodo,marazzaf/MEMM: Zenodo,,Dataset DOI found in relatedPublication_s; expected HAL field is relatedData_s.
hal-01705829,https://hal.science/hal-01705829v1,Heuristic approach for forecast scheduling,COMM,,relatedPublication_s,relatedData_s,False,False,10.1109/WCNCW.2018.8369018,doi,10.1109/WCNCW.2018.8369018,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-01731407,https://hal.science/hal-01731407v1,Differentiation of Measures in Metric Spaces,COUV,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-030-84141-6_3,doi,10.1007/978-3-030-84141-6_3,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,relatedData_s,relatedData_s,True,False,10.15454/D3ODJM,doi,10.15454/D3ODJM,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/D3ODJM,data.inrae.fr,10.15454,rdg.prod,"Colisa, the collection of ichthyological samples.",,
hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,relatedData_s,relatedData_s,True,False,10.15454/L7QN45,doi,10.15454/L7QN45,INRAE (prefix 10.15454),other,INRAE,https://www2.dijon.inrae.fr/plateforme_genosol/,www2.dijon.inrae.fr,10.15454,rdg.prod,Soil Microbial Metagenomics Facility,,
hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,relatedData_s,relatedData_s,True,False,10.15454/AY4LMT,doi,10.15454/AY4LMT,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/AY4LMT,data.inrae.fr,10.15454,rdg.prod,BRC “Egg Parasitoids Collection” (EP-Coll),,
hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,relatedData_s,relatedData_s,True,False,10.15454/UQEMVW,doi,10.15454/UQEMVW,Recherche Data Gouv,dataset_repo,Portail Data Inra,https://carrtel-collection.hub.inrae.fr/,carrtel-collection.hub.inrae.fr,10.15454,rdg.prod,Thonon Culture Collection -TCC- a freshwater microalgae collection,,
hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,relatedData_s,relatedData_s,True,False,10.15454/TRBJTB,doi,10.15454/TRBJTB,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/TRBJTB,data.inrae.fr,10.15454,rdg.prod,"BRC4Env, the Biological Resource Centre for the Environment",,
hal-01794665,https://hal.science/hal-01794665v1,A database of the coseismic effects following the 30 October 2016 Norcia earthquake in Central Italy,ART,10.1038/sdata.2018.49,relatedData_s,relatedData_s,True,False,10.1594/PANGAEA.879469,doi,10.1594/PANGAEA.879469,PANGAEA,dataset_repo,PANGAEA,https://doi.pangaea.de/10.1594/PANGAEA.879469,doi.pangaea.de,10.1594,pangaea.repository,"Coseismic surface geological effects following the 30 October 2016 Mw 6.5 earthquake, central Italy",,
hal-01800814,https://hal.science/hal-01800814v1,Statistical Atlases and Computational Models of the Heart. ACDC and MMWHS Challenges,PROCEEDINGS,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-319-75541-0,doi,10.1007/978-3-319-75541-0,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-01824528,https://hal.science/hal-01824528v1,Tx/Rx antenna system for Full-Duplex application,COMM,10.1109/APUSNCURSINRSM.2018.8608497,relatedPublication_s,relatedData_s,False,False,10.1109/APUSNCURSINRSM.2018.8608497,doi,10.1109/APUSNCURSINRSM.2018.8608497,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-01826175,https://hal.science/hal-01826175v1,Design of an Adaptive Subarray Antenna for Multi-Beams Wireless Small Cell Backhaul in mmWave,COMM,10.1109/CAMA.2018.8530618,relatedPublication_s,relatedData_s,False,False,10.1109/CAMA.2018.8530618,doi,10.1109/CAMA.2018.8530618,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-01866846,https://hal.science/hal-01866846v1,Bregman divergences based on optimal design criteria and simplicial measures of dispersion,ART,,relatedPublication_s,relatedData_s,False,False,10.1007/s00362-018-01082-8,doi,10.1007/s00362-018-01082-8,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/GNBUFH,doi,10.15454/GNBUFH,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/GNBUFH,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Consumers’ answers to poll for Wood packaging,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/UBPOQG,doi,10.15454/UBPOQG,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/UBPOQG,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Consumers’ answers to poll for Plastic with plastic film,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/HKIQFJ,doi,10.15454/HKIQFJ,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/HKIQFJ,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Consumers’ answers to poll for Plastic rigid lid,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/IHVM9P,doi,10.15454/IHVM9P,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/IHVM9P,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries: consumers' answers to poll for Plastic not closed,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/F4C8I0,doi,10.15454/F4C8I0,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/F4C8I0,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Wood packaging consumers’ arguments,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/GMWB8Q,doi,10.15454/GMWB8Q,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/GMWB8Q,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Plastic with plastic film consumers’ arguments,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/DC9PYL,doi,10.15454/DC9PYL,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/DC9PYL,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Plastic rigid lid consumers’ arguments,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/NM3WET,doi,10.15454/NM3WET,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/NM3WET,data.inrae.fr,10.15454,rdg.prod,Consumer perception data about food packaging functionalities for fresh strawberries - Plastic not closed consumers’ arguments,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,relatedData_s,relatedData_s,True,False,10.15454/VDNRH6,doi,10.15454/VDNRH6,Recherche Data Gouv,dataset_repo,INRA,https://data.inrae.fr/citation?persistentId=doi:10.15454/VDNRH6,data.inrae.fr,10.15454,rdg.prod,Scientific arguments about food packaging functionalities for fresh strawberries - Food packaging expert’s arguments for all packagings,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,seeAlso_s,relatedData_s,False,False,http://pfl.grignon.inra.fr/atWeb/,url,,,,,,,,,,,
hal-01889268,https://hal.science/hal-01889268v2,Consumer perception data and scientific arguments about food packaging functionalities for fresh strawberries,ART,10.1016/j.dib.2018.09.034,seeAlso_s,relatedData_s,False,False,https://doi.org/10.1016/j.ecoinf.2018.07.006,doi,10.1016/j.ecoinf.2018.07.006,Journal DOI (10.1016),publication_landing,,,,,,,not_found,
hal-01897110,https://hal.science/hal-01897110v1,Integrated high-resolution dataset of high-intensity European and Mediterranean flash floods,ART,10.5194/essd-10-1783-2018,relatedData_s,relatedData_s,True,False,10.6096/MISTRALS-HyMeX.1493,doi,10.6096/MISTRALS-HyMeX.1493,SEDOO / Theia,dataset_repo,Mistrals,https://mistrals.sedoo.fr/catalogue?uuid=b788f42d-0b21-7fa7-3b10-5ed4a7ed0f94,mistrals.sedoo.fr,10.6096,inist.omp,EuroMedeFF,,
hal-01897110,https://hal.science/hal-01897110v1,Integrated high-resolution dataset of high-intensity European and Mediterranean flash floods,ART,10.5194/essd-10-1783-2018,seeAlso_s,relatedData_s,False,False,https://www.earth-syst-sci-data.net/10/1783/2018/,url,,,,,,,,,,,
hal-01897114,https://hal.science/hal-01897114v1,"A high space–time resolution dataset linking meteorological forcing and hydro-sedimentary response in a mesoscale Mediterranean catchment (Auzon) of the Ardèche region, France",ART,10.5194/essd-9-221-2017,relatedData_s,relatedData_s,True,False,10.57745/J2A44Q,doi,10.57745/J2A44Q,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/J2A44Q,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Numerical simulation of rainfall and runoff driven erosion at the hillslope scale: four rainfall events on the Pradel plot,,
hal-01926379,https://hal.science/hal-01926379v1,Bridging the Semantic Web and NoSQL Worlds: Generic SPARQL Query Translation and Application to MongoDB,ART,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-662-58664-8,doi,10.1007/978-3-662-58664-8,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-01943417,https://hal.science/hal-01943417v1,A path analysis based partitioning for time constrained embedded systems,COMM,,relatedPublication_s,relatedData_s,False,False,10.1109/HSC.1998.666242,doi,10.1109/HSC.1998.666242,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-01954274,https://inria.hal.science/hal-01954274v1,How optimal foragers should respond to habitat changes? On the consequences of habitat conversion,UNDEFINED,10.1101/273557,relatedPublication_s,relatedData_s,False,False,10.1101/273557,doi,10.1101/273557,DOI prefix 10.1101,unresolved,,,,,,,not_found,
hal-01958795,https://inria.hal.science/hal-01958795v1,Estimating unstable poles in simulations of microwave circuits,COMM,,relatedPublication_s,relatedData_s,False,False,10.1109/MWSYM.2018.8439335,doi,10.1109/MWSYM.2018.8439335,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-01959418,https://hal.science/hal-01959418v1,Vectorizing Higher-Order Masking,COMM,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-319-89641-0_2,doi,10.1007/978-3-319-89641-0_2,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-02059905,https://hal.science/hal-02059905v1,Les stratégies low-cost,ART,10.3166/rfg.2017.00162,relatedData_s,relatedData_s,True,False,hal-04713055,hal_id,,,,,,,,,,,
hal-02059919,https://hal.science/hal-02059919v1,Communauté épistémique et dynamique d'innovation collaborative: L'innovation contrariée au sein des pôles de compétitivité,ART,,relatedPublication_s,relatedData_s,False,False,10.3917/comma.151.0035,doi,10.3917/comma.151.0035,Journal DOI (10.3917),publication_landing,,,,,,,not_found,
hal-02067741,https://hal.science/hal-02067741v1,Sœurs en islam : des étudiantes pratiquantes en « résistance »,ART,,relatedPublication_s,relatedData_s,False,False,10.3917/ethn.174.0673,doi,10.3917/ethn.174.0673,Journal DOI (10.3917),publication_landing,,,,,,,not_found,
hal-02067741,https://hal.science/hal-02067741v1,Sœurs en islam : des étudiantes pratiquantes en « résistance »,ART,,seeAlso_s,relatedData_s,False,False,http://iremam.cnrs.fr/IMG/pdf/annonce_islam.pdf / https://www.franceculture.fr/emissions/le-journal-des-idees/le-journal-des-idees-mardi-14-novembre-2017,url,,,,,,,,,,,
hal-02099602,https://inria.hal.science/hal-02099602v1,museval,SOFTWARE,,relatedPublication_s,relatedData_s,False,True,10.5281/zenodo.2635786,doi,10.5281/zenodo.2635786,Zenodo,dataset_repo,Zenodo,https://zenodo.org/record/2635786,zenodo.org,10.5281,cern.zenodo,sigsep/sigsep-mus-eval: Ready for SiSEC 2018,,Dataset DOI found in relatedPublication_s; expected HAL field is relatedData_s.
hal-02106830,https://hal.science/hal-02106830v1,A New Adaptation Lever in 360° Video Streaming,COMM,,relatedPublication_s,relatedData_s,False,False,10.1145/3304112.3325610,doi,10.1145/3304112.3325610,Journal DOI (10.1145),publication_landing,,,,,,,not_found,
hal-02190845,https://inria.hal.science/hal-02190845v1,MUSDB18 - a corpus for music separation,OTHER,10.5281/zenodo.1117371,relatedData_s,relatedData_s,True,False,10.5281/zenodo.1117372,doi,10.5281/zenodo.1117372,Zenodo,dataset_repo,Zenodo,https://zenodo.org/record/1117372,zenodo.org,10.5281,cern.zenodo,MUSDB18 - a corpus for music separation,,
hal-02200605,https://hal.science/hal-02200605v1,"Fluid‐Induced Swarms and Coseismic Stress Transfer: A Dual Process Highlighted in the Aftershock Sequence of the 7 April 2014 Earthquake (Ml 4.8, Ubaye, France)",ART,10.1029/2018JB017226,relatedData_s,relatedData_s,True,False,10.15778/RESIF.FR,doi,10.15778/RESIF.FR,Epos-France Seismological Data Center,dataset_repo,Epos-France Seismological Data Center,https://seismology.epos-france.fr/networks/#/FR,seismology.epos-france.fr,10.15778,inist.resif,Epos-France Broad-band network (RLBP),,
hal-02309363,https://hal.science/hal-02309363v1,From fluctuating kinetics to fluctuating hydrodynamics: a $\Gamma$-Convergence of large deviations functionals approach,ART,10.1007/s10955-020-02598-w,relatedPublication_s,relatedData_s,False,False,10.1007/s10955-020-02598-w,doi,10.1007/s10955-020-02598-w,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-02310069,https://hal.science/hal-02310069v3,A Bayesian approach for clustering and exact finite-sample model selection in longitudinal data mixtures,ART,10.1007/s00180-024-01501-5,relatedPublication_s,relatedData_s,False,False,10.1007/s00180-024-01501-5,doi,10.1007/s00180-024-01501-5,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-02324563,https://hal.science/hal-02324563v2,"GEODESIC STRETCH, PRESSURE METRIC AND MARKED LENGTH SPECTRUM RIGIDITY",ART,10.1017/etds.2021.75,relatedPublication_s,relatedData_s,False,False,10.1017/etds.2021.75,doi,10.1017/etds.2021.75,Journal DOI (10.1017),publication_landing,,,,,,,not_found,
hal-02351180,https://hal.science/hal-02351180v2,Dynamic Image Quantization using Leaky Integrate-and-Fire Neurons,ART,,relatedPublication_s,relatedData_s,False,False,10.1109/TIP.2021.3070193,doi,10.1109/TIP.2021.3070193,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-02382155,https://inria.hal.science/hal-02382155v1,ColorMapGAN: Unsupervised Domain Adaptation for Semantic Segmentation Using Color Mapping Generative Adversarial Networks,ART,,relatedPublication_s,relatedData_s,False,False,10.1109/TGRS.2020.2980417,doi,10.1109/TGRS.2020.2980417,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-02385546,https://hal.science/hal-02385546v1,Long-term Evolution of Mid-altitude Quasi-satellite Orbits,ART,,relatedPublication_s,relatedData_s,False,False,10.1007/s11071-019-05344-4,doi,10.1007/s11071-019-05344-4,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-02386961,https://hal.science/hal-02386961v1,The Four Stages of Knowledge Sharing In SMEs,ART,,relatedPublication_s,relatedData_s,False,False,10.1504/IJEIM.2020.110100,doi,10.1504/IJEIM.2020.110100,DOI prefix 10.1504,unresolved,,,,,,,not_found,
hal-02407600,https://hal.science/hal-02407600v1,An overview of non-local traffic flow models,COUV,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-030-66560-9_5,doi,10.1007/978-3-030-66560-9_5,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-02462553,https://hal.science/hal-02462553v1,"Meteospace, a New Instrument for Solar Survey at the Calern Observatory",ART,10.1007/s11207-019-1569-5,relatedData_s,relatedData_s,True,False,10.57745/OP1JFC,doi,10.57745/OP1JFC,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/OP1JFC,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Catalogs of solar observations of Meudon and Haute Provence Hα heliographs (1954-2004) and their instrumental capabilities,,
hal-02515768,https://hal.science/hal-02515768v1,Impact of Miniaturization on a UHF tri-fillar antenna for IoT communication from satellite,COMM,,relatedPublication_s,relatedData_s,False,False,10.1109/IEEECONF35879.2020.9329452,doi,10.1109/IEEECONF35879.2020.9329452,Journal DOI (10.1109),publication_landing,,,,,,,not_found,
hal-02536242,https://hal.science/hal-02536242v1,Lipschitz Stratification of Complex Hypersurfaces in Codimension 2,ART,,relatedPublication_s,relatedData_s,False,False,10.4171/JEMS/1224,doi,10.4171/JEMS/1224,DOI prefix 10.4171,unresolved,,,,,,,not_found,
